salesHistoryKey,propertyKey,streetAddress,salesTypeDsc,saleAmt,saleDate
228014,43986,1660 N QUINN ST,"1-Foreclosure, Auction, Bankru",790300,2010-08-24
39002,7777,N LINCOLN ST,"4-Multiple RPCs, Not A Coded S",692100,2010-08-23
165182,32339,4031 16th ST S,S-Short Sale,440000,2010-08-23
38933,55233,1901 N LINCOLN ST,"4-Multiple RPCs, Not A Coded S",692100,2010-08-23
251389,47844,3600 S GLEBE RD 527W,K-Financial Institution,303000,2010-08-23
145929,28624,5622 8th ST S,7-Partial Interest,60000,2010-08-20
155373,30433,16 S FENWICK ST,Q-Court Order/Quiet Title,370000,2010-08-20
173177,67079,4600 S FOUR MILE RUN DR 0241,"1-Foreclosure, Auction, Bankru",125649,2010-08-20
181213,35247,2621 S WALTER REED DR A,"1-Foreclosure, Auction, Bankru",274900,2010-08-20
115020,22515,1200 N NASH ST 0503,"4-Multiple RPCs, Not A Coded S",442150,2010-08-19
115108,22532,1200 N NASH ST 0527,"4-Multiple RPCs, Not A Coded S",442150,2010-08-19
128931,25313,N DANVILLE ST,"4-Multiple RPCs, Not A Coded S",140000,2010-08-19
128885,25302,N DANVILLE ST,"4-Multiple RPCs, Not A Coded S",140000,2010-08-19
262023,63784,425 N GEORGE MASON DR,B-Not Previously Assessed,675000,2010-08-19
265363,50075,1811 14th ST N C 302,B-Not Previously Assessed,553500,2010-08-18
147796,28967,5015 9th ST S,"1-Foreclosure, Auction, Bankru",291000,2010-08-18
48363,9603,4933 18th ST N,"1-Foreclosure, Auction, Bankru",346500,2010-08-17
137852,27077,4501 ARLINGTON BLVD 0613,K-Financial Institution,171345,2010-08-17
209971,40641,901 15th ST S,7-Partial Interest,111700000,2010-08-17
74614,14878,5734 8th ST N,7-Partial Interest,377583,2010-08-17
65162,62057,N QUINTANA ST,"4-Multiple RPCs, Not A Coded S",670000,2010-08-16
168402,32929,903 S FREDERICK ST A,"1-Foreclosure, Auction, Bankru",222000,2010-08-16
251530,47864,3600 S GLEBE RD 615W,"1-Foreclosure, Auction, Bankru",251430,2010-08-16
65120,12989,994 N QUINTANA ST,"4-Multiple RPCs, Not A Coded S",670000,2010-08-16
51271,10193,5502 16th ST N,E-Estate Sale,480000,2010-08-13
40852,8124,N CULPEPER ST,"4-Multiple RPCs, Not A Coded S",1641000,2010-08-13
40856,8125,1901 N CULPEPER ST,"4-Multiple RPCs, Not A Coded S",1641000,2010-08-13
52084,10358,1325 N HARRISON ST,E-Estate Sale,620000,2010-08-13
265480,63880,2300 N QUANTICO ST,"4-Multiple RPCs, Not A Coded S",1150000,2010-08-13
265484,50107,2306 N QUANTICO ST,"4-Multiple RPCs, Not A Coded S",1150000,2010-08-13
166222,52738,1519 S GEORGE MASON DR 12,S-Short Sale,115000,2010-08-13
199194,38591,3400 25th ST S 18,S-Short Sale,89000,2010-08-13
209970,40641,901 15th ST S,7-Partial Interest,13300000,2010-08-13
251262,60689,3600 S GLEBE RD 503W,K-Financial Institution,137000,2010-08-12
95621,18772,1808 N BARTON ST,L-Land Sale,675000,2010-08-12
99121,65242,3503 13th ST N,L-Land Sale,1025000,2010-08-12
265452,50097,1613 N RANDOLPH ST,B-Not Previously Assessed,1215240,2010-08-12
154778,30328,2401 1st ST S,K-Financial Institution,420000,2010-08-11
88729,17545,900 N STAFFORD ST 1906,"4-Multiple RPCs, Not A Coded S",335000,2010-08-10
89719,17738,901 N STUART ST 4-147,"4-Multiple RPCs, Not A Coded S",335000,2010-08-10
140774,27640,5892 1st ST S,K-Financial Institution,364000,2010-08-09
88780,17555,900 N STAFFORD ST 2001,"4-Multiple RPCs, Not A Coded S",290000,2010-08-06
89392,17673,901 N STUART ST 4-062,"4-Multiple RPCs, Not A Coded S",290000,2010-08-06
197298,38265,2209 S NELSON ST,K-Financial Institution,250500,2010-08-06
250650,47743,3600 S GLEBE RD 203W,"1-Foreclosure, Auction, Bankru",135000,2010-08-06
170220,33247,1033 S EDISON ST,"1-Foreclosure, Auction, Bankru",304000,2010-08-06
249533,47626,3625 10th ST N 708,"1-Foreclosure, Auction, Bankru",572000,2010-08-06
259433,69621,2255 N GREENBRIER ST,L-Land Sale,400000,2010-08-06
127013,24928,813 N CLEVELAND ST,"4-Multiple RPCs, Not A Coded S",1390400,2010-08-05
241674,60465,4500 S FOUR MILE RUN DR 220,K-Financial Institution,261000,2010-08-05
127017,57421,815 N CLEVELAND ST,"4-Multiple RPCs, Not A Coded S",1390400,2010-08-05
157529,30861,212 S EDGEWOOD ST,K-Financial Institution,335000,2010-08-05
148131,58106,4403 1st PL S,S-Short Sale,489400,2010-08-05
245172,47060,2001 15th ST N 304,7-Partial Interest,165000,2010-08-05
250188,47697,2200 N WESTMORELAND ST 409,"1-Foreclosure, Auction, Bankru",364950,2010-08-05
245171,47060,2001 15th ST N 304,"1-Foreclosure, Auction, Bankru",330000,2010-08-04
203285,39380,1400 S BARTON ST 428,"1-Foreclosure, Auction, Bankru",170000,2010-08-04
242293,46587,4500 S FOUR MILE RUN DR 623,S-Short Sale,286000,2010-08-04
240076,46155,1001 N RANDOLPH ST 917,K-Financial Institution,330000,2010-08-03
199405,38634,2406 SHIRLINGTON RD,8-Gov't Agencies Acquisition,1395000,2010-08-02
124156,24371,1320 N WAYNE ST 303,C-Condo Parking Space,15000,2010-07-31
134110,26339,3210 N PERSHING DR,"4-Multiple RPCs, Not A Coded S",650000,2010-07-30
265294,56811,1511 N ROLFE ST A 302,B-Not Previously Assessed,540000,2010-07-30
265316,50066,1511 N ROLFE ST A 403,B-Not Previously Assessed,620000,2010-07-30
134105,26338,N PERSHING DR,"4-Multiple RPCs, Not A Coded S",650000,2010-07-30
168045,32871,5008 COLUMBIA PIKE 6,S-Short Sale,85000,2010-07-29
157730,30901,2518 2nd ST S,"1-Foreclosure, Auction, Bankru",265001,2010-07-29
191282,37157,3365 S STAFFORD ST,R-Relocation Sale/Holding Co.,415000,2010-07-29
165688,32442,4208 16th ST S,S-Short Sale,425000,2010-07-28
223378,43268,2717 S CLEVELAND ST,"1-Foreclosure, Auction, Bankru",237150,2010-07-28
11,2,3007 N ROCHESTER ST,L-Land Sale,649000,2010-07-28
118777,23295,1111 ARLINGTON BLVD 620,O-Assignment of Lease,190000,2010-07-28
252706,48060,4063 S FOUR MILE RUN DR 404,"1-Foreclosure, Auction, Bankru",292000,2010-07-27
201462,39033,2909 B 16th RD S 2909B,K-Financial Institution,126900,2010-07-26
197953,38384,3119 24th ST S,S-Short Sale,260000,2010-07-23
3438,664,6754 26th ST N,E-Estate Sale,690000,2010-07-23
262981,49749,2533 S KENMORE CT,B-Not Previously Assessed,554416,2010-07-23
262990,49751,2537 S KENMORE CT,B-Not Previously Assessed,621809,2010-07-23
262994,63822,2539 S KENMORE CT,B-Not Previously Assessed,608451,2010-07-23
249118,47568,1320 N WAYNE ST,"4-Multiple RPCs, Not A Coded S",13500,2010-07-22
263002,49753,2543 S KENMORE CT,B-Not Previously Assessed,714702,2010-07-22
249123,47569,1320 N WAYNE ST,"4-Multiple RPCs, Not A Coded S",13500,2010-07-22
250639,47742,3600 S GLEBE RD 201W,S-Short Sale,335000,2010-07-22
265311,50065,1511 N ROLFE ST A 402,B-Not Previously Assessed,622000,2010-07-22
199104,38578,2520 SHIRLINGTON RD,7-Partial Interest,245000,2010-07-21
259820,69636,4149 S FOUR MILE RUN DR 402,S-Short Sale,280000,2010-07-21
47086,62558,5115 22nd ST N,L-Land Sale,378950,2010-07-21
199106,38578,2520 SHIRLINGTON RD,5-Not Market Sale,245000,2010-07-21
262998,49752,2541 S KENMORE CT,B-Not Previously Assessed,627431,2010-07-21
175185,34182,2903 C S WOODSTOCK ST 00003,8-Gov't Agencies Acquisition,354500,2010-07-20
174671,67123,4600 S FOUR MILE RUN DR 1115,K-Financial Institution,172000,2010-07-19
141681,27823,5528 3rd ST S,"1-Foreclosure, Auction, Bankru",422726,2010-07-16
100312,19720,2125 N ROLFE ST,B-Not Previously Assessed,1404789,2010-07-16
166520,32598,4814 13th ST S,E-Estate Sale,390000,2010-07-16
153470,30076,4700 9th ST S,"1-Foreclosure, Auction, Bankru",427501,2010-07-16
233710,45296,880 N POLLARD ST 706,"1-Foreclosure, Auction, Bankru",339981,2010-07-16
198720,38516,3655 S FOUR MILE RUN DR,"1-Foreclosure, Auction, Bankru",192422,2010-07-15
132358,25994,3538 WILSON BLVD,8-Gov't Agencies Acquisition,1450000,2010-07-15
241660,46481,4500 S FOUR MILE RUN DR 218,"1-Foreclosure, Auction, Bankru",331000,2010-07-15
206234,39946,1021 S QUEEN ST,L-Land Sale,5900,2010-07-15
90845,17897,900 N TAYLOR ST 1125,"1-Foreclosure, Auction, Bankru",206000,2010-07-15
162078,52605,804 S ODE ST,K-Financial Institution,255000,2010-07-14
97618,65192,1626 N ADAMS ST,5-Not Market Sale,580000,2010-07-13
97645,19198,N ADAMS ST,5-Not Market Sale,580000,2010-07-13
172173,58319,1109 S BUCHANAN ST,"1-Foreclosure, Auction, Bankru",361000,2010-07-13
48751,55553,1950 N EDISON ST,"1-Foreclosure, Auction, Bankru",448000,2010-07-13
173055,33794,4600 S FOUR MILE RUN DR 0211,"1-Foreclosure, Auction, Bankru",199000,2010-07-13
157669,61174,415 S CLEVELAND ST,K-Financial Institution,361000,2010-07-09
245320,47074,2001 15th ST N 401,K-Financial Institution,302500,2010-07-09
197482,38299,2212 S LOWELL ST,S-Short Sale,260000,2010-07-09
104783,20573,1911 KEY BLVD 11559,"1-Foreclosure, Auction, Bankru",207000,2010-07-08
223186,43235,2631 S VEITCH ST,7-Partial Interest,144000,2010-07-08
237238,45785,832 S GREENBRIER ST 1,"1-Foreclosure, Auction, Bankru",185000,2010-07-08
245384,47080,2001 15th ST N 409,C-Condo Parking Space,15000,2010-07-08
153366,30057,4616 8th ST S,E-Estate Sale,360000,2010-07-07
254698,48336,S KENT ST,M-Multiple RPCs Land Sale,10000,2010-07-07
254702,48337,S KENT ST,M-Multiple RPCs Land Sale,10000,2010-07-07
254700,60772,S KENT ST,M-Multiple RPCs Land Sale,10000,2010-07-07
254704,48338,S KENT ST,M-Multiple RPCs Land Sale,10000,2010-07-07
125805,24696,2616 12th ST N,L-Land Sale,619000,2010-07-07
36297,7235,1610 N TAYLOR ST,K-Financial Institution,550500,2010-07-06
251388,47844,3600 S GLEBE RD 527W,"1-Foreclosure, Auction, Bankru",332083,2010-07-02
147837,28976,5353 COLUMBIA PIKE 309,C-Condo Parking Space,10000,2010-07-02
61147,12160,1824 N TUCKAHOE ST,7-Partial Interest,230000,2010-07-01
166249,32549,1521 S GEORGE MASON DR 03,S-Short Sale,100000,2010-07-01
19446,62745,3724 N VERMONT ST,5-Not Market Sale,627500,2010-07-01
208965,59458,1425 S EADS ST,"4-Multiple RPCs, Not A Coded S",31533550,2010-07-01
208970,40459,1425 S EADS ST,"4-Multiple RPCs, Not A Coded S",31533550,2010-07-01
265497,56819,1710 N ADAMS ST,B-Not Previously Assessed,1375000,2010-07-01
22760,4535,3025 N STUART ST,L-Land Sale,675000,2010-07-01
242792,46680,4500 S FOUR MILE RUN DR 1012,S-Short Sale,297500,2010-06-30
132481,26021,620 N LINCOLN ST,L-Land Sale,680000,2010-06-30
50171,9960,1715 N GEORGE MASON DR 206,7-Partial Interest,150000,2010-06-29
207691,40230,355 JEFFERSON DAVIS HWY,"1-Foreclosure, Auction, Bankru",6000000,2010-06-29
108844,21339,1530 KEY BLVD 1311,C-Condo Parking Space,22000,2010-06-29
147648,28944,5077 9th ST S,S-Short Sale,338000,2010-06-29
207684,40229,333 LONG BRIDGE DR,"1-Foreclosure, Auction, Bankru",6000000,2010-06-29
91400,64985,900 N TAYLOR ST 1704,"4-Multiple RPCs, Not A Coded S",473000,2010-06-28
91412,17962,900 N TAYLOR ST 1706,"4-Multiple RPCs, Not A Coded S",473000,2010-06-28
148292,29062,4656 2nd ST S,"4-Multiple RPCs, Not A Coded S",505000,2010-06-28
211397,40897,1300 ARMY NAVY DR 0216,E-Estate Sale,230000,2010-06-28
148358,29075,2nd ST S,"4-Multiple RPCs, Not A Coded S",505000,2010-06-28
262035,63785,419 N GEORGE MASON DR,B-Not Previously Assessed,675000,2010-06-28
164668,32240,2036 S QUINCY ST,"1-Foreclosure, Auction, Bankru",319000,2010-06-25
185301,36009,3034 S ABINGDON ST,"1-Foreclosure, Auction, Bankru",383000,2010-06-25
262032,49525,421 N GEORGE MASON DR,B-Not Previously Assessed,850232,2010-06-25
35438,62174,4343 LEE HWY 203,K-Financial Institution,235000,2010-06-25
149391,66873,3725 3rd ST S,"1-Foreclosure, Auction, Bankru",284677,2010-06-25
166166,32535,1515 S GEORGE MASON DR 10,S-Short Sale,90000,2010-06-25
214482,41480,1030 17th ST S,5-Not Market Sale,523000,2010-06-25
126146,24765,1011 N EDGEWOOD ST,5-Not Market Sale,820000,2010-06-24
162691,61336,1122 S MONROE ST,S-Short Sale,408000,2010-06-24
163135,31944,3525 16th ST S,E-Estate Sale,380000,2010-06-24
200015,59173,1401 S BARTON ST 216,"1-Foreclosure, Auction, Bankru",304000,2010-06-24
235835,60317,1021 N GARFIELD ST 523,K-Financial Institution,309000,2010-06-24
45589,9063,4909 13th ST N,5-Not Market Sale,570000,2010-06-23
168115,32882,5014 COLUMBIA PIKE 1,K-Financial Institution,80000,2010-06-23
262027,49524,423 N GEORGE MASON DR,B-Not Previously Assessed,760969,2010-06-23
22475,62844,2548 N WAKEFIELD ST,E-Estate Sale,800000,2010-06-22
197431,38289,3462 22nd ST S,S-Short Sale,320000,2010-06-22
82332,16386,1103 N STUART ST 00001,R-Relocation Sale/Holding Co.,549000,2010-06-21
7829,1549,5340 36th ST N,L-Land Sale,675000,2010-06-21
103269,20282,1545 19th ST N,5-Not Market Sale,600000,2010-06-21
195217,37891,2109 S MONROE ST,L-Land Sale,15000,2010-06-21
262017,49522,429 N GEORGE MASON DR,B-Not Previously Assessed,751870,2010-06-21
82331,16386,1103 N STUART ST 00001,R-Relocation Sale/Holding Co.,549000,2010-06-18
188144,36538,3125 S STAFFORD ST,E-Estate Sale,483000,2010-06-18
265495,50110,1714 N ADAMS ST,B-Not Previously Assessed,1359900,2010-06-18
186645,36265,3522 S FOUR MILE RUN DR,"4-Multiple RPCs, Not A Coded S",852000,2010-06-17
191281,37157,3365 S STAFFORD ST,R-Relocation Sale/Holding Co.,415000,2010-06-17
243117,46741,4500 S FOUR MILE RUN DR 1225,S-Short Sale,300000,2010-06-17
186640,36264,3520 S FOUR MILE RUN DR,"4-Multiple RPCs, Not A Coded S",852000,2010-06-17
233128,60245,1730 ARLINGTON BLVD 107,K-Financial Institution,244900,2010-06-17
252956,48100,1800 WILSON BLVD 103,"1-Foreclosure, Auction, Bankru",319000,2010-06-17
172008,33602,5010 23rd ST S,E-Estate Sale,390000,2010-06-16
209928,40631,901 16th ST S,"4-Multiple RPCs, Not A Coded S",715000,2010-06-16
209961,40639,16th ST S,"4-Multiple RPCs, Not A Coded S",715000,2010-06-16
114726,22459,1200 N ROLFE ST,"4-Multiple RPCs, Not A Coded S",6216000,2010-06-16
114730,53269,N ROLFE ST,"4-Multiple RPCs, Not A Coded S",6216000,2010-06-16
147174,58078,5353 COLUMBIA PIKE 105,K-Financial Institution,105000,2010-06-16
168818,33002,5208 11th ST S,E-Estate Sale,526000,2010-06-16
223847,59941,2006 27th ST S,S-Short Sale,312512,2010-06-15
139348,27347,4311 2nd RD N 43111,E-Estate Sale,180000,2010-06-15
187106,67501,3309 S WAKEFIELD ST,K-Financial Institution,237500,2010-06-14
265249,50050,2551 S KENMORE CT,B-Not Previously Assessed,525990,2010-06-14
37847,55196,1909 N QUEBEC ST,L-Land Sale,651550,2010-06-14
163607,32039,1612 S OAKLAND ST,K-Financial Institution,250000,2010-06-14
32262,6437,N UTAH ST,"4-Multiple RPCs, Not A Coded S",868500,2010-06-13
32215,63171,2326 N UPTON ST,"4-Multiple RPCs, Not A Coded S",868500,2010-06-13
59989,11937,6908 FAIRFAX DR 100,"1-Foreclosure, Auction, Bankru",271875,2010-06-11
8250,1627,3494 N EMERSON ST,E-Estate Sale,675000,2010-06-11
159981,31333,847 S IVY ST,"1-Foreclosure, Auction, Bankru",446000,2010-06-11
172641,33723,1502 S GEORGE MASON DR 22,S-Short Sale,125000,2010-06-11
222129,43022,2723 S GROVE ST,"1-Foreclosure, Auction, Bankru",565001,2010-06-11
200399,67915,1016 S WAYNE ST 0503,E-Estate Sale,400000,2010-06-11
262959,49744,2557 S KENMORE CT,B-Not Previously Assessed,517990,2010-06-11
265403,50084,3131 9th RD N 11,B-Not Previously Assessed,699900,2010-06-11
262940,49740,2545 S KENMORE CT,B-Not Previously Assessed,716095,2010-06-11
265372,50076,1811 14th ST N C 304,B-Not Previously Assessed,645000,2010-06-11
159845,31307,820 S IVY ST,5-Not Market Sale,316000,2010-06-10
262209,49563,4800 37th ST N,B-Not Previously Assessed,1500000,2010-06-10
262965,49745,2561 S KENMORE CT,B-Not Previously Assessed,675660,2010-06-10
262969,49746,2563 S KENMORE CT,B-Not Previously Assessed,705915,2010-06-10
134631,26446,3225 ARLINGTON BLVD,K-Financial Institution,750000,2010-06-09
135243,66425,635 N NELSON ST,E-Estate Sale,475000,2010-06-09
129605,25442,2503 ARLINGTON BLVD 00009,"1-Foreclosure, Auction, Bankru",208500,2010-06-09
145705,28579,5616 7th RD S,S-Short Sale,224000,2010-06-09
262962,56759,2559 S KENMORE CT,B-Not Previously Assessed,525190,2010-06-09
37016,7371,1706 N RANDOLPH ST,K-Financial Institution,1230000,2010-06-09
175212,34185,2907 B S WOODSTOCK ST 00002,R-Relocation Sale/Holding Co.,397500,2010-06-09
28963,5785,3469 ROBERTS LN,7-Partial Interest,500000,2010-06-08
265251,50051,2553 S KENMORE CT,B-Not Previously Assessed,672781,2010-06-08
1021,194,7039 WILLIAMSBURG BLVD,J-Property in 2 Jurisdictions,615000,2010-06-08
265418,50088,3131 9th RD N 24,B-Not Previously Assessed,599900,2010-06-08
217841,42157,1915 S ARLINGTON RIDGE RD,"4-Multiple RPCs, Not A Coded S",1625000,2010-06-07
143215,28135,5111 8th RD S 405,K-Financial Institution,145000,2010-06-07
217903,42170,1919 S ARLINGTON RIDGE RD,"4-Multiple RPCs, Not A Coded S",1625000,2010-06-07
217923,42173,1915 S ARLINGTON RIDGE RD,"4-Multiple RPCs, Not A Coded S",1625000,2010-06-07
205414,39791,3010 16th RD S,S-Short Sale,189000,2010-06-04
19650,55698,4691 DITTMAR RD,L-Land Sale,850000,2010-06-03
158043,61187,406 S WAYNE ST,7-Partial Interest,105000,2010-06-03
245795,47121,2001 15th ST N 617,"1-Foreclosure, Auction, Bankru",329500,2010-06-03
196074,38036,3701 22nd ST S,"1-Foreclosure, Auction, Bankru",212000,2010-06-03
207334,40155,1805 CRYSTAL DR 0805S,K-Financial Institution,395000,2010-06-02
175884,58432,2857 S ABINGDON ST,E-Estate Sale,380000,2010-06-01
203021,39330,2709 13th RD S,K-Financial Institution,471000,2010-06-01
37571,7488,4044 20th RD N,L-Land Sale,520000,2010-05-28
36044,7182,2041 N UTAH ST,E-Estate Sale,564000,2010-05-28
88667,17532,900 N STAFFORD ST 1807,"4-Multiple RPCs, Not A Coded S",469000,2010-05-28
115887,22679,1510 12th ST N 305,8-Gov't Agencies Acquisition,340065,2010-05-28
115888,22679,1510 12th ST N 305,"1-Foreclosure, Auction, Bankru",340065,2010-05-28
152479,29881,8th ST S,"4-Multiple RPCs, Not A Coded S",720000,2010-05-28
168071,32874,5010 COLUMBIA PIKE 5,"1-Foreclosure, Auction, Bankru",66000,2010-05-28
67590,13513,6031 5th RD N,"1-Foreclosure, Auction, Bankru",539000,2010-05-28
31445,6287,2306 N RICHMOND ST,E-Estate Sale,705000,2010-05-28
89598,64946,901 N STUART ST 4-114,"4-Multiple RPCs, Not A Coded S",469000,2010-05-28
152334,61002,3822 8th ST S,"4-Multiple RPCs, Not A Coded S",720000,2010-05-28
265377,50077,1811 14th ST N C 401,B-Not Previously Assessed,699000,2010-05-28
147329,58081,5353 COLUMBIA PIKE 406,C-Condo Parking Space,10000,2010-05-27
199293,38605,3404 25th ST S 38,"1-Foreclosure, Auction, Bankru",81000,2010-05-27
168252,32903,5110 COLUMBIA PIKE 1,K-Financial Institution,78000,2010-05-27
265462,50101,127 S HIGHLAND ST,B-Not Previously Assessed,885000,2010-05-27
176939,34490,4600 C 28th RD S C,E-Estate Sale,343500,2010-05-26
148275,29060,122 S WOODROW ST,7-Partial Interest,301600,2010-05-25
86836,17213,3800 FAIRFAX DR 2-12,"4-Multiple RPCs, Not A Coded S",325000,2010-05-24
114299,22378,1307 N ODE ST 431,W-Will / R.O.S/L O H,242500,2010-05-24
192471,67673,4612 36th ST S B,W-Will / R.O.S/L O H,425000,2010-05-24
85869,17029,3800 FAIRFAX DR 0707,"4-Multiple RPCs, Not A Coded S",325000,2010-05-24
140356,27548,43 S EDISON ST,W-Will / R.O.S/L O H,520000,2010-05-21
47689,9480,2107 N DINWIDDIE ST,"1-Foreclosure, Auction, Bankru",490668,2010-05-21
251992,47936,1920 N DINWIDDIE ST,"1-Foreclosure, Auction, Bankru",729000,2010-05-21
218533,42298,1104 20th ST S,7-Partial Interest,400000,2010-05-21
232933,45143,1433 S GREENBRIER ST,"1-Foreclosure, Auction, Bankru",789300,2010-05-21
87126,64870,3800 FAIRFAX DR 2-70,"4-Multiple RPCs, Not A Coded S",329000,2010-05-21
42011,8340,1927 N WOODLEY ST,"1-Foreclosure, Auction, Bankru",491000,2010-05-21
160514,31429,901 S GLEBE RD,"1-Foreclosure, Auction, Bankru",325000,2010-05-21
85959,17047,3800 FAIRFAX DR 0901,"4-Multiple RPCs, Not A Coded S",329000,2010-05-21
234198,45383,801 S GREENBRIER ST 317,"1-Foreclosure, Auction, Bankru",256000,2010-05-21
146571,28746,5565 COLUMBIA PIKE 207,S-Short Sale,125000,2010-05-21
169039,33042,5300 COLUMBIA PIKE 206,"1-Foreclosure, Auction, Bankru",261048,2010-05-21
265391,50079,1811 14th ST N C 404,B-Not Previously Assessed,670000,2010-05-21
111526,21847,1711 CLARENDON BLVD,F-Multiple RPCs Not Market Sal,10000000,2010-05-20
158327,31009,302 S VEITCH ST,W-Will / R.O.S/L O H,319000,2010-05-20
111572,21854,1712 WILSON BLVD,F-Multiple RPCs Not Market Sal,10000000,2010-05-20
223196,59922,2627 S VEITCH ST,S-Short Sale,309800,2010-05-20
111529,21848,CLARENDON BLVD,F-Multiple RPCs Not Market Sal,10000000,2010-05-20
111569,21853,1720 WILSON BLVD,F-Multiple RPCs Not Market Sal,10000000,2010-05-20
111585,21856,1716 WILSON BLVD,F-Multiple RPCs Not Market Sal,10000000,2010-05-20
105040,20626,2100 LEE HWY G04,"1-Foreclosure, Auction, Bankru",292578,2010-05-19
41216,55305,4770 LEE HWY,F-Multiple RPCs Not Market Sal,2100000,2010-05-18
32813,6547,LEE HWY,F-Multiple RPCs Not Market Sal,2100000,2010-05-18
140110,27498,132 S ABERDEEN ST,W-Will / R.O.S/L O H,400000,2010-05-17
85725,17003,3800 FAIRFAX DR 0412,"4-Multiple RPCs, Not A Coded S",390000,2010-05-17
206257,39950,1025 S QUINN ST,"1-Foreclosure, Auction, Bankru",465000,2010-05-17
87632,17345,3800 FAIRFAX DR 3-65,"4-Multiple RPCs, Not A Coded S",390000,2010-05-17
13530,2678,5274 26th ST N,"4-Multiple RPCs, Not A Coded S",731000,2010-05-14
13515,56594,26th ST N,"4-Multiple RPCs, Not A Coded S",731000,2010-05-14
28666,5724,3637 38th ST N,E-Estate Sale,732000,2010-05-14
147338,28890,5353 COLUMBIA PIKE 407,"1-Foreclosure, Auction, Bankru",81079,2010-05-14
